n_top,n_bottom,n_outerwear,n_shoes,n_dress,n_accessory,n_total,frac_tshirt,frac_outerwear,frac_winter,frac_formal,n_colors,has_neutral,ghost_ratio,manca_capospalla,manca_scarpe,manca_formale,manca_invernale,troppe_tshirt,poca_varieta_colori,profile
17,5,3,0,0,2,27,0.1111,0.1111,0.4815,0.1481,6,1.0,0.3945,0,1,0,0,0,0,balanced
11,7,0,7,4,0,29,0.3793,0.0,0.0,0.1379,4,1.0,0.1968,1,0,0,1,0,0,summer_only
9,13,6,3,1,2,34,0.1471,0.1765,0.2353,0.2353,1,0.0,0.39,0,0,0,0,0,1,balanced
11,6,3,4,1,2,27,0.1111,0.1111,0.2593,0.2222,12,1.0,0.3666,0,0,0,0,0,0,balanced
8,9,4,1,2,3,27,0.0,0.1481,0.2222,0.3333,11,1.0,0.0764,0,1,0,0,0,0,random
7,5,0,1,0,3,16,0.0625,0.0,0.3125,0.0,8,1.0,0.5328,1,1,1,0,0,0,random
10,6,1,1,2,3,23,0.087,0.0435,0.3043,0.1304,11,1.0,0.2499,1,1,0,0,0,0,balanced
1,2,3,5,2,7,20,0.0,0.15,0.3,0.25,2,0.0,0.2093,0,0,0,0,0,1,random
11,6,9,7,3,0,36,0.0,0.25,0.25,0.5,3,1.0,0.3907,0,0,0,0,0,0,formal
21,8,0,4,0,0,33,0.4848,0.0,0.0,0.0,7,1.0,0.4615,1,0,1,1,1,0,tshirt_heavy
5,6,6,2,3,0,22,0.0,0.2727,0.2727,0.5455,10,1.0,0.1725,0,0,0,0,0,0,formal
8,7,4,6,3,0,28,0.0,0.1429,0.1429,0.5,13,1.0,0.4459,0,0,0,0,0,0,formal
7,9,3,2,1,8,30,0.0667,0.1,0.2667,0.1333,6,1.0,0.0726,0,0,0,0,0,0,random
13,3,0,6,5,0,27,0.4815,0.0,0.0,0.1852,5,1.0,0.3007,1,0,0,1,1,0,summer_only
6,6,0,2,2,0,16,0.375,0.0,0.0,0.125,5,1.0,0.3513,1,0,0,1,0,0,summer_only
11,6,3,3,1,2,26,0.1538,0.1154,0.2692,0.2692,13,1.0,0.1979,1,0,0,0,0,0,balanced
15,11,2,3,3,5,39,0.1026,0.0513,0.3077,0.2308,11,1.0,0.0587,1,0,0,0,0,0,balanced
14,6,6,7,5,0,38,0.0,0.1579,0.1579,0.5789,1,1.0,0.1236,0,0,0,0,0,1,formal
7,9,6,0,0,5,27,0.0741,0.2222,0.3704,0.1111,8,1.0,0.1559,0,1,0,0,0,0,random
3,2,0,1,0,0,6,0.5,0.0,0.0,0.0,6,1.0,0.4772,1,1,1,1,1,0,minimal
7,7,0,1,3,0,18,0.3889,0.0,0.0,0.1667,7,1.0,0.0309,1,1,0,1,0,0,summer_only
12,5,6,2,5,0,30,0.0,0.2,0.2,0.7,11,1.0,0.1526,0,0,0,0,0,0,formal
2,2,0,0,0,0,4,0.25,0.0,0.0,0.25,2,0.0,0.1841,1,1,0,0,0,1,minimal
9,8,0,2,3,0,22,0.4091,0.0,0.0,0.1364,8,1.0,0.2046,1,0,0,1,1,0,summer_only
14,5,0,1,0,2,22,0.0909,0.0,0.1364,0.4091,8,1.0,0.5262,1,1,0,0,0,0,random
10,5,6,3,3,0,27,0.1481,0.2222,0.2593,0.3704,1,0.0,0.2375,0,0,0,0,0,1,balanced
4,6,3,4,4,0,21,0.0,0.1429,0.1429,0.4762,4,0.0,0.0153,0,0,0,0,0,1,formal
24,7,0,9,0,0,40,0.525,0.0,0.0,0.0,3,1.0,0.3053,1,0,1,1,1,0,tshirt_heavy
17,7,0,5,0,0,29,0.4138,0.0,0.0,0.0,11,1.0,0.2155,1,0,1,1,1,0,tshirt_heavy
29,8,0,2,0,0,39,0.6154,0.0,0.0,0.0,5,0.0,0.4495,1,0,1,1,1,1,tshirt_heavy
18,8,0,4,0,0,30,0.5,0.0,0.0,0.0,6,1.0,0.3225,1,0,1,1,1,0,tshirt_heavy
9,6,5,5,6,0,31,0.0,0.1613,0.1613,0.5806,5,1.0,0.1321,0,0,0,0,0,0,formal
12,5,0,1,1,0,19,0.6316,0.0,0.0,0.0526,8,1.0,0.5186,1,1,1,1,1,0,summer_only
3,1,0,2,0,0,6,0.5,0.0,0.0,0.0,2,0.0,0.0665,1,0,1,1,1,1,minimal
10,10,7,5,5,0,37,0.0,0.1892,0.1892,0.5676,2,1.0,0.0062,0,0,0,0,0,1,formal
16,8,0,2,0,2,28,0.0714,0.0,0.0714,0.3214,13,1.0,0.1433,1,0,0,1,0,0,random
15,6,0,2,0,0,23,0.4783,0.0,0.0,0.0,2,1.0,0.0661,1,0,1,1,0,1,tshirt_heavy
12,6,1,5,0,2,26,0.2308,0.0385,0.1923,0.0769,13,1.0,0.2568,1,0,0,0,0,0,balanced
11,8,7,6,3,0,35,0.0,0.2,0.2,0.5429,8,1.0,0.2062,0,0,0,0,0,0,formal
10,6,0,1,0,0,17,0.5294,0.0,0.0,0.0,3,1.0,0.2281,1,1,1,1,1,0,tshirt_heavy
2,0,0,0,0,0,2,0.5,0.0,0.0,0.5,1,0.0,0.468,1,1,1,0,0,1,minimal
9,12,1,0,3,4,29,0.1379,0.0345,0.3103,0.1379,5,1.0,0.2844,1,1,0,0,0,0,random
2,4,0,3,0,0,9,0.2222,0.0,0.0,0.0,4,1.0,0.3156,1,0,1,1,0,0,minimal
7,5,10,3,2,9,36,0.0833,0.2778,0.4722,0.2778,13,1.0,0.4081,0,0,0,0,0,0,random
16,8,0,1,0,0,25,0.44,0.0,0.0,0.0,8,1.0,0.31,1,1,1,1,1,0,tshirt_heavy
12,5,5,6,1,0,29,0.0,0.1724,0.1724,0.5517,11,1.0,0.1528,0,0,0,0,0,0,formal
7,12,0,3,4,0,26,0.2692,0.0,0.0,0.1538,8,1.0,0.4374,1,0,0,1,0,0,summer_only
3,0,0,2,0,0,5,0.4,0.0,0.0,0.2,3,0.0,0.5748,1,0,1,0,0,1,minimal
22,9,0,7,0,0,38,0.4737,0.0,0.0,0.0,1,1.0,0.7644,1,0,1,1,1,1,tshirt_heavy
6,1,0,0,0,0,7,0.5714,0.0,0.0,0.2857,4,1.0,0.1756,1,1,0,1,1,0,minimal
14,5,1,5,2,2,29,0.1034,0.0345,0.2759,0.2414,9,1.0,0.1733,1,0,0,0,0,0,balanced
3,0,0,0,0,0,3,1.0,0.0,0.0,0.0,1,1.0,0.4235,1,1,1,0,0,1,minimal
16,4,0,2,0,0,22,0.7273,0.0,0.0,0.0,10,1.0,0.2339,1,0,1,1,1,0,tshirt_heavy
1,0,0,1,0,0,2,0.5,0.0,0.0,0.0,1,0.0,0.221,1,1,1,0,0,1,minimal
2,11,2,1,1,6,23,0.0435,0.087,0.2174,0.1739,1,0.0,0.4072,1,1,0,0,0,1,random
3,1,0,0,0,0,4,0.25,0.0,0.0,0.5,2,0.0,0.1291,1,1,0,0,0,1,minimal
13,3,2,7,0,4,29,0.1724,0.069,0.3103,0.1379,11,1.0,0.0325,1,0,0,0,0,0,balanced
6,8,6,7,2,0,29,0.0,0.2069,0.2069,0.4138,6,1.0,0.1065,0,0,0,0,0,0,formal
9,9,5,1,7,0,31,0.0,0.1613,0.1613,0.5806,9,1.0,0.1512,0,1,0,0,0,0,formal
8,9,10,3,2,0,32,0.0,0.3125,0.3125,0.5312,1,0.0,0.2062,0,0,0,0,0,1,formal
8,5,2,4,5,0,24,0.0,0.0833,0.0833,0.5833,3,1.0,0.3068,1,0,0,1,0,0,formal
12,5,2,4,0,0,23,0.2609,0.087,0.2174,0.1304,8,1.0,0.1902,1,0,0,0,0,0,balanced
4,4,0,4,3,0,15,0.2667,0.0,0.0,0.2,4,1.0,0.1842,1,0,0,1,0,0,summer_only
10,3,2,4,2,1,22,0.0909,0.0909,0.3182,0.2727,13,1.0,0.2148,1,0,0,0,0,0,balanced
20,10,0,2,0,0,32,0.375,0.0,0.0,0.0,13,1.0,0.1489,1,0,1,1,0,0,tshirt_heavy
23,3,1,1,2,3,33,0.1818,0.0303,0.2727,0.2424,4,1.0,0.2741,1,1,0,0,0,0,balanced
21,14,0,2,0,0,37,0.4595,0.0,0.0,0.0,13,1.0,0.4741,1,0,1,1,1,0,tshirt_heavy
6,5,13,0,0,7,31,0.0968,0.4194,0.5484,0.129,3,1.0,0.0958,0,1,0,0,0,0,random
17,4,3,7,2,0,33,0.2121,0.0909,0.1515,0.3636,3,1.0,0.5148,1,0,0,0,0,0,balanced
22,4,0,2,0,0,28,0.6786,0.0,0.0,0.0,2,1.0,0.0556,1,0,1,1,1,1,tshirt_heavy
18,6,4,3,2,1,34,0.2941,0.1176,0.2941,0.1765,7,1.0,0.0497,0,0,0,0,0,0,balanced
0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,0.4582,1,1,1,0,0,1,minimal
2,4,14,1,0,2,23,0.0,0.6087,0.6957,0.3043,6,1.0,0.6553,0,1,0,0,0,0,random
13,4,6,3,3,0,29,0.0,0.2069,0.2069,0.7586,12,1.0,0.3007,0,1,0,0,0,0,formal
1,10,6,9,2,0,28,0.0,0.2143,0.2143,0.25,7,1.0,0.1378,0,0,0,0,0,0,formal
10,8,0,2,3,0,23,0.4348,0.0,0.0,0.1304,13,1.0,0.5858,1,0,0,1,1,0,summer_only
5,9,0,2,1,0,17,0.2941,0.0,0.0,0.0588,3,1.0,0.4076,1,0,1,1,0,0,summer_only
3,0,0,0,0,0,3,1.0,0.0,0.0,0.0,2,0.0,0.4587,1,1,1,0,0,1,minimal
10,4,2,4,0,1,21,0.2381,0.0952,0.2857,0.0952,4,1.0,0.3188,1,0,0,0,0,0,balanced
3,0,0,2,0,0,5,0.6,0.0,0.0,0.0,4,1.0,0.3152,1,0,1,0,1,0,minimal
10,12,0,0,6,0,28,0.3571,0.0,0.0,0.2143,11,1.0,0.7042,1,1,0,1,0,0,summer_only
9,9,5,0,1,1,25,0.16,0.2,0.36,0.2,10,1.0,0.2618,0,1,0,0,0,0,balanced
9,6,5,5,3,0,28,0.0,0.1786,0.1786,0.5357,3,1.0,0.1938,0,0,0,0,0,0,formal
9,4,0,9,7,0,29,0.0,0.0,0.0,0.5517,8,1.0,0.167,1,0,0,1,0,0,formal
16,5,3,2,2,0,28,0.2143,0.1071,0.2143,0.2857,5,1.0,0.2034,0,0,0,0,0,0,balanced
21,8,0,1,0,0,30,0.5667,0.0,0.0,0.0,10,1.0,0.3688,1,1,1,1,1,0,tshirt_heavy
8,5,7,3,8,0,31,0.0,0.2258,0.2258,0.5806,3,0.0,0.5039,0,0,0,0,0,1,formal
10,11,0,7,3,0,31,0.3226,0.0,0.0,0.0968,7,1.0,0.334,1,0,0,1,0,0,summer_only
14,11,7,2,0,5,39,0.0513,0.1795,0.4103,0.2564,7,1.0,0.23,0,0,0,0,0,0,random
3,12,3,3,1,2,24,0.0,0.125,0.2083,0.125,3,1.0,0.2745,0,0,0,0,0,0,random
12,5,9,2,4,0,32,0.0,0.2812,0.2812,0.6562,6,1.0,0.1423,0,0,0,0,0,0,formal
7,11,1,3,0,1,23,0.0435,0.0435,0.087,0.2174,1,0.0,0.329,1,0,0,1,0,1,random
7,8,6,8,8,0,37,0.0,0.1622,0.1622,0.5405,12,1.0,0.1364,0,0,0,0,0,0,formal
6,9,3,3,2,0,23,0.0,0.1304,0.1304,0.3913,13,1.0,0.58,0,0,0,0,0,0,formal
1,1,0,0,0,0,2,0.5,0.0,0.0,0.0,2,0.0,0.2249,1,1,1,0,0,1,minimal
6,11,2,1,2,7,29,0.069,0.069,0.3103,0.1379,9,1.0,0.4467,1,1,0,0,0,0,random
3,0,0,1,0,0,4,0.5,0.0,0.0,0.25,2,0.0,0.1618,0,1,1,0,0,1,minimal
9,6,1,3,0,3,22,0.1818,0.0455,0.2727,0.1364,13,1.0,0.5905,1,0,0,0,0,0,balanced
6,7,0,4,6,0,23,0.2609,0.0,0.0,0.2609,9,1.0,0.0237,1,0,0,1,0,0,summer_only
10,12,0,2,3,0,27,0.3704,0.0,0.0,0.1111,9,1.0,0.3223,1,0,0,1,0,0,summer_only
18,7,5,2,2,5,39,0.1282,0.1282,0.359,0.2308,13,1.0,0.1843,0,0,0,0,0,0,balanced
3,0,0,1,0,0,4,0.5,0.0,0.0,0.25,3,1.0,0.4787,1,1,1,0,0,0,minimal
15,10,2,4,0,0,31,0.2581,0.0645,0.129,0.0968,4,1.0,0.6207,1,0,0,0,0,0,balanced
5,1,0,1,0,0,7,0.4286,0.0,0.0,0.2857,1,0.0,0.1197,1,1,0,1,1,1,minimal
6,10,0,4,3,0,23,0.2609,0.0,0.0,0.1304,9,1.0,0.4667,1,0,0,1,0,0,summer_only
4,2,0,1,0,0,7,0.2857,0.0,0.0,0.2857,4,1.0,0.094,1,1,0,1,0,0,minimal
3,1,0,1,0,0,5,0.6,0.0,0.0,0.0,4,0.0,0.6168,1,1,1,0,1,1,minimal
4,0,0,1,0,0,5,0.8,0.0,0.0,0.0,1,1.0,0.1573,1,1,1,0,1,1,minimal
13,5,3,0,2,2,25,0.2,0.12,0.2,0.16,2,1.0,0.0546,0,1,0,0,0,1,random
14,10,2,4,1,3,34,0.1471,0.0588,0.1471,0.2941,6,1.0,0.4006,1,0,0,0,0,0,balanced
11,13,0,3,2,0,29,0.3793,0.0,0.0,0.069,3,0.0,0.2561,1,0,0,1,0,1,summer_only
10,3,3,3,3,0,22,0.0,0.1364,0.1364,0.6364,2,1.0,0.4033,0,0,0,0,0,1,formal
10,8,9,1,6,0,34,0.0,0.2647,0.2647,0.6765,5,1.0,0.136,0,1,0,0,0,0,formal
24,4,0,4,0,0,32,0.6562,0.0,0.0,0.0,2,0.0,0.4925,1,0,1,1,1,1,tshirt_heavy
3,1,0,1,0,0,5,0.6,0.0,0.0,0.0,3,0.0,0.4163,1,1,1,0,1,1,minimal
7,9,0,3,2,3,24,0.0417,0.0,0.2083,0.1667,7,1.0,0.0271,1,0,0,0,0,0,random
11,12,0,2,1,0,26,0.4231,0.0,0.0,0.0385,3,1.0,0.4443,1,0,1,1,1,0,summer_only
3,0,0,2,0,0,5,0.6,0.0,0.0,0.0,3,1.0,0.2159,1,0,1,0,1,0,minimal
9,16,0,7,2,0,34,0.2647,0.0,0.0,0.0588,4,1.0,0.3483,1,0,0,1,0,0,summer_only
12,8,7,4,7,0,38,0.0,0.1842,0.1842,0.6579,10,1.0,0.2355,0,0,0,0,0,0,formal
6,15,0,4,5,0,30,0.2,0.0,0.0,0.1667,13,1.0,0.3044,1,0,0,1,0,0,summer_only
5,6,4,5,1,0,21,0.0,0.1905,0.1905,0.4286,12,1.0,0.3964,0,0,0,0,0,0,formal
7,9,1,2,2,2,23,0.0435,0.0435,0.0435,0.1739,10,1.0,0.0886,1,0,0,1,0,0,random
18,8,0,7,0,0,33,0.5152,0.0,0.0,0.0,1,1.0,0.1397,1,0,1,1,1,1,tshirt_heavy
6,7,4,7,4,0,28,0.0,0.1429,0.1429,0.4643,6,1.0,0.0721,0,0,0,0,0,0,formal
11,12,0,2,0,0,25,0.4,0.0,0.0,0.0,5,1.0,0.1585,1,0,1,1,0,0,tshirt_heavy
20,8,0,2,0,0,30,0.4667,0.0,0.0,0.0,4,1.0,0.0696,1,0,1,1,1,0,tshirt_heavy
4,0,0,2,0,0,6,0.6667,0.0,0.0,0.0,5,1.0,0.1359,1,0,1,1,1,0,minimal
13,9,0,1,4,0,27,0.4815,0.0,0.0,0.1481,10,1.0,0.1103,1,1,0,1,0,0,summer_only
25,6,0,2,0,0,33,0.5758,0.0,0.0,0.0,6,1.0,0.2289,1,0,1,1,1,0,tshirt_heavy
17,6,0,2,0,0,25,0.56,0.0,0.0,0.0,11,1.0,0.4666,1,0,1,1,1,0,tshirt_heavy
7,14,0,2,2,0,25,0.28,0.0,0.0,0.08,4,1.0,0.0407,1,0,0,1,0,0,summer_only
9,9,0,2,2,0,22,0.4091,0.0,0.0,0.0909,1,1.0,0.2926,1,0,0,1,1,1,summer_only
2,5,7,1,6,0,21,0.0,0.3333,0.3333,0.619,11,1.0,0.0673,0,1,0,0,0,0,formal
5,7,5,1,2,7,27,0.1111,0.1852,0.2222,0.1852,13,1.0,0.1484,0,1,0,0,0,0,random
7,4,12,2,4,0,29,0.0,0.4138,0.4138,0.6207,10,1.0,0.3445,0,0,0,0,0,0,formal
17,4,2,4,2,0,29,0.2414,0.069,0.3448,0.2069,2,0.0,0.3481,1,0,0,0,0,1,balanced
6,6,0,1,0,0,13,0.4615,0.0,0.0,0.0,10,1.0,0.197,1,1,1,1,1,0,summer_only
10,9,0,0,5,0,24,0.4167,0.0,0.0,0.2083,6,1.0,0.1442,1,1,0,1,1,0,summer_only
7,8,0,4,1,0,20,0.35,0.0,0.0,0.05,10,1.0,0.106,1,0,1,1,0,1,summer_only
15,2,1,2,0,2,22,0.4091,0.0455,0.1818,0.1364,6,1.0,0.3256,1,0,0,0,1,0,balanced
21,11,0,3,0,0,35,0.4,0.0,0.0,0.0,5,1.0,0.3872,1,0,0,1,0,0,tshirt_heavy
3,0,0,3,0,0,6,0.3333,0.0,0.0,0.1667,4,1.0,0.2174,1,0,1,1,0,0,minimal
20,5,0,2,0,0,27,0.6667,0.0,0.0,0.0,2,0.0,0.1263,1,0,1,1,1,1,tshirt_heavy
11,6,4,6,2,3,32,0.125,0.125,0.2812,0.1562,1,1.0,0.2484,0,0,0,0,0,1,balanced
5,8,4,1,0,5,23,0.1304,0.1739,0.3478,0.1304,12,1.0,0.7273,0,1,0,0,0,0,random
7,3,6,8,3,0,27,0.0,0.2222,0.2222,0.5185,6,1.0,0.1132,0,0,0,0,0,0,formal
5,2,6,4,4,0,21,0.0,0.2857,0.2857,0.619,1,0.0,0.3834,0,0,0,0,0,1,formal
9,2,0,1,3,0,15,0.6,0.0,0.0,0.2,10,1.0,0.1354,1,1,0,1,1,0,summer_only
10,6,0,2,2,0,20,0.5,0.0,0.0,0.1,6,1.0,0.5542,1,0,0,1,1,0,summer_only
9,4,3,3,3,0,22,0.0,0.1364,0.1364,0.6364,12,1.0,0.3243,0,0,0,0,0,0,formal
2,1,0,1,0,0,4,0.5,0.0,0.0,0.0,4,0.0,0.0793,1,1,1,0,0,1,minimal
2,0,0,1,0,0,3,0.3333,0.0,0.0,0.3333,1,1.0,0.155,1,1,1,0,0,1,minimal
16,10,2,7,1,4,40,0.075,0.05,0.25,0.175,4,1.0,0.237,1,0,0,0,0,0,balanced
18,0,0,7,0,0,25,0.6,0.0,0.0,0.0,7,1.0,0.3917,1,0,1,1,1,0,tshirt_heavy
5,7,8,4,2,0,26,0.0,0.3077,0.3077,0.4615,2,1.0,0.2235,0,0,0,0,0,1,formal
17,3,0,6,0,0,26,0.5769,0.0,0.0,0.0,7,1.0,0.1693,1,0,0,1,1,0,tshirt_heavy
19,9,6,5,3,2,44,0.1818,0.1364,0.2727,0.25,1,0.0,0.4016,0,0,0,0,0,1,balanced
0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1,1.0,0.2312,1,1,1,0,0,1,minimal
24,6,0,4,0,0,34,0.5588,0.0,0.0,0.0,9,1.0,0.4398,1,0,1,1,1,0,tshirt_heavy
1,5,0,2,0,0,8,0.125,0.0,0.0,0.0,1,1.0,0.1619,1,0,1,1,0,1,minimal
20,6,0,1,0,0,27,0.5556,0.0,0.0,0.0,10,1.0,0.3843,1,1,1,1,1,0,tshirt_heavy
13,6,2,5,1,2,29,0.2069,0.069,0.1724,0.1724,13,1.0,0.3894,1,0,0,0,0,0,balanced
7,5,6,3,2,4,27,0.0,0.2222,0.2222,0.1852,10,1.0,0.1126,0,0,0,0,0,0,random
10,7,5,6,6,0,34,0.0,0.1471,0.1471,0.5588,11,1.0,0.3092,0,0,0,0,0,0,formal
5,10,1,1,0,4,21,0.1429,0.0476,0.1429,0.0952,5,1.0,0.1898,1,1,0,0,0,0,random
2,0,0,3,0,0,5,0.4,0.0,0.0,0.0,2,1.0,0.0907,1,0,1,0,0,1,minimal
13,11,3,3,1,1,32,0.125,0.0938,0.1875,0.1562,6,1.0,0.3404,1,0,0,0,0,0,balanced
7,4,2,3,1,3,20,0.1,0.1,0.3,0.2,8,1.0,0.5225,0,0,0,0,0,0,random
14,8,6,2,3,2,35,0.0857,0.1714,0.3429,0.2286,13,1.0,0.2584,0,0,0,0,0,0,random
18,8,5,4,2,3,40,0.15,0.125,0.35,0.275,3,1.0,0.2983,0,0,0,0,0,0,balanced
13,6,4,4,0,1,28,0.1429,0.1429,0.3571,0.1429,8,1.0,0.143,0,0,0,0,0,0,balanced
7,9,11,4,7,0,38,0.0,0.2895,0.2895,0.6316,6,1.0,0.0888,0,0,0,0,0,0,formal
21,2,0,3,0,0,26,0.6538,0.0,0.0,0.0,2,1.0,0.2492,1,0,1,1,1,1,tshirt_heavy
7,8,4,4,2,0,25,0.0,0.16,0.16,0.48,9,1.0,0.4413,0,0,0,0,0,0,formal
8,2,9,5,4,0,28,0.0,0.3214,0.3214,0.7143,11,1.0,0.1843,0,0,0,0,0,0,formal
8,3,3,4,0,2,20,0.1,0.15,0.35,0.2,2,1.0,0.4939,0,0,0,0,0,1,balanced
2,6,10,2,6,5,31,0.0645,0.3226,0.3871,0.3226,11,1.0,0.3738,0,0,0,0,0,0,random
26,8,0,3,0,0,37,0.6216,0.0,0.0,0.0,12,1.0,0.1593,1,0,1,1,1,0,tshirt_heavy
12,2,10,2,3,0,29,0.0,0.3448,0.3448,0.7241,5,1.0,0.3413,0,0,0,0,0,0,formal
17,6,0,1,0,0,24,0.5833,0.0,0.0,0.0,5,1.0,0.267,1,1,1,1,1,0,tshirt_heavy
4,0,0,1,0,0,5,0.8,0.0,0.0,0.0,3,1.0,0.4047,1,1,1,0,1,0,minimal
7,8,0,3,4,0,22,0.3182,0.0,0.0,0.1818,8,1.0,0.3107,1,0,0,1,0,0,summer_only
6,0,5,3,4,5,23,0.0435,0.2174,0.4783,0.4783,1,1.0,0.3348,0,0,0,0,0,1,random
21,6,0,2,0,0,29,0.5862,0.0,0.0,0.0,1,1.0,0.1432,1,0,1,1,1,1,tshirt_heavy
9,6,2,4,5,4,30,0.0,0.0667,0.1667,0.2,12,1.0,0.3213,1,0,0,0,0,0,random
6,6,0,0,2,0,14,0.4286,0.0,0.0,0.1429,1,0.0,0.6011,1,1,0,1,1,1,summer_only
7,8,0,1,1,0,17,0.4118,0.0,0.0,0.0588,6,1.0,0.508,1,1,1,1,1,0,summer_only
10,10,0,4,1,0,25,0.4,0.0,0.0,0.04,8,1.0,0.2439,1,0,1,1,0,0,summer_only
15,8,3,1,0,6,33,0.0606,0.0909,0.2424,0.1818,9,1.0,0.1476,1,1,0,0,0,0,random
7,8,1,3,0,1,20,0.1,0.05,0.05,0.3,12,1.0,0.0665,1,0,0,1,0,0,random
11,5,4,10,2,5,37,0.0541,0.1081,0.3784,0.2162,10,1.0,0.4207,0,0,0,0,0,0,balanced
5,11,0,5,3,0,24,0.2083,0.0,0.0,0.125,7,1.0,0.1406,1,0,0,1,0,0,summer_only
3,1,0,1,0,0,5,0.4,0.0,0.0,0.2,1,1.0,0.2381,1,1,1,0,0,1,minimal
14,6,1,9,2,1,33,0.1212,0.0303,0.1818,0.2424,5,1.0,0.4961,1,0,0,0,0,0,balanced
6,9,0,2,2,0,19,0.3158,0.0,0.0,0.1053,8,1.0,0.1808,1,0,0,1,0,0,summer_only
2,6,7,6,5,0,26,0.0,0.2692,0.2692,0.5385,13,1.0,0.4089,0,0,0,0,0,0,formal
21,5,0,3,0,0,29,0.6552,0.0,0.0,0.0,7,1.0,0.2426,1,0,1,1,1,0,tshirt_heavy
22,4,0,4,0,0,30,0.5,0.0,0.0,0.0,6,1.0,0.097,1,0,1,1,1,0,tshirt_heavy
2,1,0,2,0,0,5,0.4,0.0,0.0,0.0,5,1.0,0.4463,1,0,1,0,0,0,minimal
6,4,4,2,0,0,16,0.0,0.25,0.25,0.5625,5,1.0,0.282,0,0,0,0,0,0,formal
13,8,4,4,3,2,34,0.0882,0.1176,0.2353,0.2353,9,1.0,0.059,0,0,0,0,0,0,balanced
12,10,1,3,3,2,31,0.0645,0.0323,0.2258,0.2903,6,1.0,0.5982,1,0,0,0,0,0,balanced
8,3,3,3,7,6,30,0.0,0.1,0.2667,0.4,3,1.0,0.3387,0,0,0,0,0,0,random
8,11,6,0,0,4,29,0.0,0.2069,0.3448,0.1724,13,1.0,0.2714,0,1,0,0,0,1,random
10,7,0,7,1,0,25,0.4,0.0,0.0,0.04,5,1.0,0.3763,1,0,1,1,0,0,summer_only
3,1,0,1,0,0,5,0.2,0.0,0.0,0.4,2,1.0,0.2991,1,1,0,0,0,1,minimal
21,11,2,6,1,1,42,0.0952,0.0476,0.2619,0.2143,10,1.0,0.348,1,0,0,0,0,0,balanced
10,4,6,8,8,0,36,0.0,0.1667,0.1667,0.6389,8,1.0,0.1135,0,0,0,0,0,0,formal
11,4,0,2,4,0,21,0.5238,0.0,0.0,0.1905,6,1.0,0.0672,1,0,0,1,1,0,summer_only
8,8,6,4,5,0,31,0.0,0.1935,0.1935,0.5161,13,1.0,0.1387,0,0,0,0,0,0,formal
7,6,0,4,2,0,19,0.3684,0.0,0.0,0.1053,12,1.0,0.1713,1,0,0,1,0,0,summer_only
21,6,0,5,0,0,32,0.5625,0.0,0.0,0.0,2,0.0,0.3678,1,0,1,0,1,1,tshirt_heavy
8,9,0,2,2,0,21,0.381,0.0,0.0,0.0952,5,1.0,0.2508,1,0,0,1,0,0,summer_only
7,5,0,2,3,0,17,0.4118,0.0,0.0,0.1765,12,1.0,0.1525,1,0,0,1,1,0,summer_only
18,6,0,2,0,0,26,0.5385,0.0,0.0,0.0,6,1.0,0.2454,1,0,1,1,1,0,tshirt_heavy
6,7,0,4,3,0,20,0.3,0.0,0.0,0.15,5,1.0,0.092,1,0,0,1,0,0,summer_only
17,7,0,4,0,0,28,0.4286,0.0,0.0,0.0,6,1.0,0.4073,1,0,1,1,1,0,tshirt_heavy
6,8,2,3,4,3,26,0.0,0.0769,0.3462,0.1923,5,1.0,0.2169,1,0,0,0,0,0,random
10,8,0,5,0,2,25,0.16,0.0,0.16,0.04,7,1.0,0.5322,0,0,1,0,0,0,balanced
10,5,7,2,6,0,30,0.0,0.2333,0.2333,0.7333,2,0.0,0.2769,0,0,0,0,0,1,formal
25,5,0,5,0,0,35,0.6,0.0,0.0,0.0,6,1.0,0.3782,1,0,1,1,1,0,tshirt_heavy
23,7,0,4,0,0,34,0.5,0.0,0.0,0.0,8,1.0,0.2527,1,0,1,1,1,0,tshirt_heavy
16,10,0,4,0,0,30,0.5,0.0,0.0,0.0,1,1.0,0.1636,1,0,1,1,1,1,tshirt_heavy
8,9,5,1,0,4,27,0.1481,0.1852,0.3333,0.2222,7,1.0,0.2279,0,1,0,0,0,0,random
12,7,0,6,2,0,27,0.4444,0.0,0.0,0.0741,2,1.0,0.186,1,0,0,1,1,1,summer_only
8,10,7,4,3,2,34,0.1176,0.2059,0.2059,0.2353,8,1.0,0.0896,0,0,1,0,0,0,random
0,1,0,3,0,0,4,0.0,0.0,0.0,0.0,3,1.0,0.1564,1,0,1,0,0,0,minimal
6,8,10,6,1,0,31,0.0,0.3226,0.3226,0.4194,2,0.0,0.2679,0,0,0,0,0,1,formal
12,8,2,3,6,0,31,0.0,0.0645,0.0645,0.6452,6,1.0,0.4688,1,0,0,1,0,0,formal
10,4,12,2,10,0,38,0.0,0.3158,0.3158,0.6579,11,1.0,0.389,0,0,0,0,0,0,formal
0,1,0,1,0,0,2,0.0,0.0,0.0,0.0,2,0.0,0.299,1,1,1,0,0,1,minimal
11,7,4,2,1,0,25,0.12,0.16,0.28,0.2,3,1.0,0.6274,0,0,0,0,0,0,balanced
7,5,11,5,0,0,28,0.0,0.3929,0.3929,0.5,11,1.0,0.24,0,0,0,0,0,0,formal
